RecipientCode,RecipientName,100,111,112,113,114,120,121,122,123,130,140,150,151,152,160,200,210,220,230,231,232,233,234,235,236,240,250,300,310,311,312,313,320,321,322,323,331,332,400,410,430,510,520,530,600,700,720,730,740,910,930,998,(blank)
619,"Central Asia, regional",,1.159957451,0.00150936,2.5381528,1.206355347,,0.77929202,1.4770979,0,8.542498953,10.34169822,,37.72010994,17.29511903,7.91241253,,1.00781065,0.16943434,,6.9214944,0.4567354,2.718386,,15.2065019,0.14128,0.8272185,14.785593,,,4.036234663,0.1969677,,,4.61755172,0.130362,,10.3515562,0.43772791,,44.08886546,6.6689309,,,,,,0.1106644,,6.844639,5.552141,,3.6042658,
232,Chad,,22.96177172,16.16470699,8.48639759,9.748383778,,9.83476107,99.12353731,0.020624519,23.53719227,17.91735737,,24.59199523,13.05418267,16.18524852,,13.4492304,0.5578528,,0.002198,0.00447778,0,,,0.79191484,0.123994,1.95374053,,,33.84384686,,,,1.070393742,0.158498,,0.83627217,,,13.4518857,18.61047128,124.238427,28.79970708,,2.202438951,,221.9913119,1.1343933,1.310027113,16.98073346,0.19058671,33.47912888,
730,China (People's Republic of),2.37919,96.12323884,10.70912206,298.4691626,427.3379732,,228.8470354,128.6680436,,8.740773081,708.1725578,,74.66303381,1.4277989,37.06783529,0,1224.875905,173.6498111,,223.7558205,274.4598407,58.71493132,,0.0315585,219.3110007,255.3541278,21.91800281,2.2475,,374.3910404,58.48271057,1.730626,,418.0256429,0.32652128,1.0494481,28.30874413,8.537398057,2.40072,129.1885331,276.6637769,,,0,,,3.53947913,7.34482,15.6450308,35.1147028,0.104444,77.71692876,
437,Colombia,,11.32706075,11.03654754,6.821722967,81.85577246,,3.736992966,4.777565544,0.45840126,5.24970008,145.8243111,,621.5894305,171.0618681,228.2109733,,75.34929168,304.9776734,,675.8852322,7.91792958,0.56131694,,,0.09060765,17.01020575,214.863933,,,156.1696987,1.831190511,2.780600059,,61.35177199,2.934538692,6.835667354,210.7510634,0.13752133,,90.73330352,49.58609,,1.21285102,0,,,196.6064438,0.7323452,6.964306543,26.24578058,34.536961,22.3447374,
233,Comoros,,2.11365316,2.1126985,0.6473789,12.65921661,,2.8132016,4.717554683,0.199877,2.70935949,2.82131028,,4.864669538,0.111944,1.858556841,,15.9260332,3.0862124,,0.906907,8.44462,0.282895,,,2.29519,0.380591,0.588921448,,,1.31943028,0.110067,1.2043109,,0.01873158,,,,0,,1.856662308,3.674298835,,3.32282533,,0.60416394,,15.61350476,0.04889762,4.90687783,1.549771806,0.0286149,1.268072518,
234,Congo,,3.20207127,3.21292415,2.45494415,19.67307654,,0.841363876,19.94049227,0.09127179,2.696013674,16.72326598,,12.58193906,3.1085798,8.518420302,,68.0799145,4.13616917,,2.1027671,0.0881563,,,,1.221123,0.0144051,2.86512788,,,7.67029169,0.9757146,1.318533451,,16.14827372,0.180647,,0.2511199,0.07098,,3.363531828,14.77029678,259.173,,,0.37100535,,29.86362642,0.37153,0.31597617,9.817132813,0.151945,3.935169278,
831,Cook Islands,,0.80044445,0,0.0460556,0.21016451,,0.045128007,0.18940523,0.1135536,0.00895969,1.695846519,,0.8909661,0.02398,0.254458946,,0.00201593,8.45667,,0.0145548,0.79201,,,,0,0,0.00496479,,,0.0757963,,0.5979822,,,,,0.2889844,,,0.7055937,19.5125629,,,,,,,,,,,0.80106,
336,Costa Rica,,2.96391971,4.60334125,1.01931411,31.07042845,,60.45335061,1.29313128,0.10481,0.868882775,23.52070535,,360.3843557,0.00156026,4.877047799,,13.03040423,0.28549067,,0.00458972,128.0269763,,,,2.71429,27.83333,0.28652235,,,2.948903041,0.0410442,0.0131601,,1.29946313,0.013463,0.041772,0.00359232,0.058415578,,4.60232754,12.41234091,,,,1.20168,,6.43369437,1.89695,1.416110834,4.31340902,0.08686646,1.29896757,
247,Côte d'Ivoire,,21.63835404,14.94523808,17.44311951,42.19596609,,27.97829586,132.731893,1.92553807,72.01285472,30.32298679,,113.7987327,16.16223808,54.35147178,0,214.7126462,6.40171493,0.401696,93.05049682,1.2183609,1.39174,,,96.6774113,22.16902093,6.57146607,0,,159.2495119,2.25976506,5.288729782,,6.045049137,0.998421,,3.350345881,0.00495752,,3.71117409,298.9267037,61.1985211,1.43296944,,25.9259739,,13.41297619,15.81331602,1.7374687,18.76587508,6.8276905,108.6178504,
338,Cuba,,3.102814146,0.09474079,0.79813472,7.27570955,,1.65109106,0.838657277,0.0684728,6.131508269,16.7066931,,27.59249847,0.0130532,13.47914276,,9.8533637,0.14055737,,1.90888483,7.41920395,0.333278,,,0.72862,0.96705982,0.4469043,,,14.4821944,0.32334661,0.5077356,,1.63064709,0.0804425,,1.175984936,0.047490574,,4.78187509,11.48771299,,0.007714,,371.6854761,,3.51763,0.05167917,0.2162893,4.71141812,1.35498596,14.22813998,
740,Democratic People's Republic of Korea,,0.0118723,,,0.49167147,,0.2138833,16.24462682,0.1242189,0.87943597,1.45320497,,4.682026315,,0.59019567,,0,,,,1.01894,,,,,,,,,1.4013546,0.0020976,,,,,,,,,0.0900342,0.81915812,,3.8543019,,54.71,,39.06867891,2.56131,1.457886812,1.81626604,,20.24485381,
235,Democratic Republic of the Congo,,48.14258558,45.09552034,37.70793662,19.85950773,,187.4052843,663.212017,0.3443938,131.2173945,109.1552519,,153.7136531,93.63484709,60.29865483,0.857111,99.92529536,3.7216365,,9.9019313,14.42235893,0,,,15.0932493,22.95270048,1.57807775,,,75.02839068,6.61399047,1.3100635,,55.73870472,7.9316432,,11.43066615,,,78.95494806,20.08069676,0,55.01711122,,91.057671,,986.752011,19.33029608,15.37537959,63.55847013,0.43039566,68.58826729,
274,Djibouti,,2.04775024,6.94820889,2.98564402,6.69675827,,5.89314517,4.67697171,0.253557,2.8178112,42.85589713,,13.30754993,0.884499,9.3718554,,68.54169398,1.3299376,,14.1008845,4.21444436,1.500757,,,1.9370766,0,1.8753836,,,5.16595307,,0.18811,,0.38268821,40.23042227,0.0231188,0.50088151,,,0.948399118,8.9838552,56.8911,1.7806954,,,,26.77333887,1.3478898,1.23005656,12.1059129,,44.02586949,
378,Dominica,,0.00421405,0,0.184999,0.740816583,,0.062257,0.0031585,0.07137332,0,0.290537,,0.90487252,,0.1642935,,3.552827,0,,0,1.5393908,0,,,0,0,0,,,9.8772831,,1.257575517,,,0,0.210762,0,0.0211246,,1.2898684,0.63666091,29.0092299,,,,,2.770612,0.0297076,2.240977,0.000138336,,18.21721998,
340,Dominican Republic,,1.904635713,13.44146593,8.689801252,3.196952777,,11.092571,4.130798494,0.08319697,16.13828044,10.31745534,,38.9959138,2.002475,48.45186867,4.51488,5.909946156,1.75547726,,405.4087102,3.9280572,16.448,,,47.0274,29.05795119,22.67215098,,,12.75534321,20.34113074,0.116728195,,2.59594203,,0.2111437,99.77817573,0.601069808,,5.01041197,4.73540565,,8.0730474,,2.983446,,4.45732375,0,2.276748155,12.2660958,0.0569437,2.841651403,
1027,"Eastern Africa, regional",,4.388781096,2.8251498,0.0875731,3.183073996,,3.347732,1.94396,,2.4772315,0,,10.61654273,4.9428629,2.898145632,,0.549792,,,0.1775392,1.30193921,,,,,0,2.733524,,,4.63458757,0.0922847,4.35597,,,,,7.24930292,,,1.0756916,4.132076624,0.081168742,,,,,46.1691221,,0.1313261,1.02122,,0.275767,
440,Ecuador,,19.95067146,10.32432169,6.17404735,25.75902142,,8.14919814,3.553507497,0.71279717,3.34387884,97.19211347,,731.5226604,2.2952911,178.0331167,49.9832,235.8651035,5.209536417,,105.9707698,9.7028243,0,0.0354723,,30.044979,161.3706522,102.4959539,,,28.43443794,11.96058454,0.3893968,,2.29768227,0.113463,0.107467,4.15484161,0.685265775,,124.0368403,14.62968996,43.5915,3.22267,0,0,,46.09397436,22.40699,4.8724781,1.52143303,0.0666727,10.07249245,
142,Egypt,,146.3775327,38.49007669,47.48490525,127.5619985,,117.5440059,49.34185636,0.2082392,18.95026873,414.9229516,,368.1089713,108.4592727,395.0985287,,486.9543913,0.21845839,,131.6014984,564.209903,405.711383,,,107.1191198,1323.043316,69.50019007,0,,116.2324575,43.56,0.106165331,,267.5008177,71.30404934,,30.76653981,81.77587152,,50.77310624,218.3324729,251.875,0.5000391,76.23646,28.11700945,,58.1201824,,1.6117318,31.12396746,1.717081,336.6974288,
342,El Salvador,,5.19025252,14.74260099,45.97540072,6.521589364,,7.54383298,2.94943345,0.00518514,9.876076241,10.20002504,,260.4907825,27.34219179,18.13194489,,41.08364481,0.2894681,,0.145543,49.9202443,0,,,,22.9634105,12.23019361,,,8.265025001,5.810381147,0.101292147,,12.38625483,0.15527781,0.015868,18.4607176,13.06999008,,2.20282971,4.60980502,,0.102629,,0.325798,,7.30568242,0.74454,1.81385911,25.7641581,15.1175113,20.52486343,
245,Equatorial Guinea,,0.52067585,0.966448,0.10058807,0.768198177,,1.041391202,1.136639783,0.00062324,1.66988527,0,,1.852168166,0.003,0.9882247,,0,,,,,,,,0,,0.011452,,,0.25398597,0.00602826,-0.00746768,,0.004908,0,,,,,0.88119862,0.52119566,69.5529,,,0.18708781,,,,0.01273397,2.46154215,0.11446,0.6957711,
271,Eritrea,,3.061174803,0.27575982,4.0770767,4.929738731,,2.06132961,24.89857385,0.07184787,7.46298807,4.11120476,,3.96412327,0.5031041,4.00975153,,1.20011,,,0.00783611,4.9767638,0,0.0223889,,,0.00447778,0.01826556,,,8.06198067,0.0073444,3.210283642,,0.0557659,,,,0.0086338,,0.06361575,0.47999739,80,2.75114,,179.4508,,16.093044,0.836616,0.2748892,2.19766767,0.35208168,3.50732763,
280,Eswatini,,5.95184701,1.968785019,0.2696197,0.80726386,,0.64868241,14.06767647,0.2274618,44.40831751,10.0211184,,4.867213764,0.007,3.518929318,,9.5532519,0.0819547,,0.0121886,0.2411986,,,,0,9.67367561,0.02053693,,,17.85142183,0.00185243,0.222652,,0.070347109,,,0.00791559,,,0.0448,0.61584148,,0.01636,,,,1.397901137,,0.0416974,0.50542365,,6.18208044,
238,Ethiopia,,34.49035569,149.0167799,56.71988244,42.1632379,,90.54754921,441.3653012,0.0658278,299.786822,246.7283118,,271.9499264,18.32689382,520.4151172,2.91298,110.2670974,97.32213651,,58.28041312,89.58603688,0.657152,,,191.30006,138.6803874,158.5338564,,,364.8521274,5.69877675,6.4626539,,104.6105515,3.50751821,0.226067,51.17105597,1.736592607,,72.14495516,252.543935,106.3921,178.9056519,1.83409,0.87332,,878.5166392,5.7057416,12.6338773,59.10675874,0.0380578,58.00997069,
89,"Europe, regional",,38.54589754,2.44812439,1.18687064,117.4262924,,12.49805283,11.33304003,1.966698,4.96327078,11.82782499,,379.6043876,56.39111752,63.03375133,,21.93607063,10.22868677,,31.78681119,3.3055191,0.0682,,1.26787906,0.67726662,69.51523984,12.72304716,,,4.7808939,0.05624998,0.351008,,30.70430766,0.8796645,,27.97913804,3.5538602,,35.781415,138.8725069,0.812839458,1.31875495,,,,35.97706616,11.26632609,9.754454318,30.18483986,8.25812306,48.98361799,
789,"Far East Asia, regional",,4.501009012,3.41806124,2.26934355,1.349047961,,14.82803502,106.8547914,4.081726,11.2873164,4.988504494,,18.1867569,0.211794,7.452430953,,3.726615016,0.3933733,,6.78091208,25.4462528,,,0.228445,0.081154302,56.51306516,0.591429,,,13.39924695,2.3893084,0.7757009,,3.147007532,,,7.161733492,0.70550328,,28.6360034,9.707739085,,0.0505871,,,,7.071497,0.122669,4.34983208,16.72786512,,10.92147367,
832,Fiji,0.0876269,5.82245868,4.312514,0.290364709,7.20548348,,8.59573238,4.417092453,0.525823,1.91614353,25.59226444,,23.99762836,0.77002481,7.659895158,,10.17410578,0.20480364,,2.960346879,0.4951249,,,,,0.71365842,3.935189858,,,6.548642642,2.2389311,1.777798881,,1.9694915,0.0131599,0.412276,0.555003,0.01242901,,3.32336143,13.86198188,1.89006,0.1790231,,,,3.8048522,0.260872,5.28886535,6.351995,,1.5845002,
239,Gabon,,4.27284903,0.480086804,11.78742629,17.11212103,,32.67738091,4.949590489,0.15860839,1.85927268,4.0302707,,91.37214958,0.8718077,33.19605178,1.68243,78.2500456,18.74935306,,0.570103,1.33024,,,,1.33024,,36.496293,,,1.3870845,0.10825408,0.911052644,,0.69654297,0,,,0.031017068,,4.55052432,1.03568058,196.64862,,,1.26452895,,0.6898029,,0.150976,1.306639816,0.0380578,0.986529239,
240,Gambia,,5.441909972,3.979394,0.907061184,5.293577851,,22.23321099,14.43448503,0.18728573,1.18038951,1.767926808,,11.26313724,0.7953439,6.97988406,,64.6410752,0.369129,,2.236521,1.220746,0.12268225,,,6.99062903,7.313537,0.141377,,,12.02666357,,0.354093,,0.00264754,0.021531,0.026409,0.1816983,0.04061464,,2.883307,7.39029934,28.5776709,3.02864375,6.07336,0.13332,,3.6509278,0.09859,0.029973118,2.63991398,1.2452461,29.93861774,
