"year","AED","AFN","ALL","AMD","ANG","AOA","ARS","AUD","AWG","AZN","BAM","BBD","BDT","BGN","BHD","BIF","BMD","BND","BOB","BRL","BSD","BTN","BWP","BYR","BZD","CAD","CDF","CHF","CLP","CNY","COP","CRC","CUC","CUP","CVE","CZK","DJF","DKK","DOP","DZD","EEK","EGP","ERN","ETB","EUR","FJD","FKP","GBP","GEL","GHS","GIP","GMD","GNF","GTQ","GYD","HKD","HNL","HRK","HTG","HUF","IDR","ILS","INR","IQD","IRR","ISK","JMD","JOD","JPY","KES","KGS","KHR","KMF","KPW","KRW","KWD","KYD","KZT","LAK","LBP","LKR","LRD","LSL","LTL","LVL","LYD","MAD","MDL","MGA","MKD","MMK","MNT","MOP","MRO","MUR","MVR","MWK","MXN","MYR","MZN","NAD","NGN","NIO","NOK","NPR","NZD","OMR","PAB","PEN","PGK","PHP","PKR","PLN","PYG","QAR","RON","RSD","RUB","RWF","SAR","SBD","SCR","SDG","SEK","SGD","SHP","SLL","SOS","SRD","STD","SVC","SYP","SZL","THB","TJS","TMT","TND","TOP","TRY","TTD","TWD","TZS","UAH","UGX","USD","UYU","UZS","VEF","VND","VUV","WST","XAF","XCD","XDR","XOF","XPF","YER","ZAR","ZMK"
"2000",3.6725004383481807,4836.03164,142.8223,,1.76391,5.87579,0.99955,1.7202553244866479,1.77,,,1.99137,51.9782,874.64382,0.37600233382909326,676.12861,1.01312,1.7242039541355838,6.12667,1.8270498419556103,1,45.22483,5.089514878002923,,1.98429,1.4848978740339305,,1.6888598944287259,513.7985813655899,8.278247290282845,2084.1184808814755,306.90858,1,1,119.22048,38.60449,172.33343,8.074425723734489,15.86275,72.20054,17.0037,3.53142,,8.08001,1.083839372545306,2.11705,0.65834,0.6605208700431827,,,0.65834,12.66564,1672.45902,7.75757,180.97077,7.79176,14.90529,8.2653,20.37024,281.4817126961241,8373.12806,4.07708,44.9257774618949,1755.57377,1753.4858327369743,78.64545523423067,42.2125,0.7083,107.73972236111157,76.03068,,3818.15913,534.37469,2.2,1138.1046914199562,0.3068193650080008,0.802,142.14227,7516.78631,1508.81762,75.78443876700369,0.425,6.23,3.99935,0.60569,0.4945889081301575,10.60628,,,,4.85588,1068.95566,8.00955,237.34557,26.01681,11.62486,46.82898,9.45315,3.8000003486661127,15.18549,6.94447,104.33392,12.27436,8.792404022562344,70.88457401100405,2.1918601949399332,0.3845000540040043,0.9971,3.48716,2.74116,44.14768,52.7857165354326,4.34514,3485.45082,3.640000710198989,2.16627,11.6095,28.13427,,3.744999939965316,5.03165,5.69327,,9.15239352736521,1.7242427584624944,1.51744,698.92781,2612.82044,0.83655,2129.02973,8.73704,45.98316,6.72261,40.0492240900077,,,1.36711,1.74915,0.62403,6.275962472415858,31.15711,794.88248,5.47604,1620.2377,1,11.385,,,14163.60328,137.40167,3.06785,709.52364,2.69167,0.7585481200000002,710.99635,126.38854,,6.916202663477035,2780
"2001",3.6725000571260793,4749.67466,141.28975,,1.78,11.45909,0.99934,1.9316398732447666,1.78364,,,1.9901,55.17741,2.17722,0.3760260059966158,800.34117,0.98976,1.791500188521409,6.52539,2.322951561562168,1,46.95301,5.804987537559207,,1.97085,1.548380455943223,,1.6869049028584653,535.7458458575152,8.278015383256623,2299.576096459195,324.76479,1,1,119.10093,37.830145947700004,169.49225,8.318361568658842,15.98198,73.99751,17.45999,4.0388,,8.20795,1.1172246040222833,2.26572,0.69329,0.6947665707660058,,,0.69329,15.73739,1901.84164,7.76078,180.49315,7.79926,15.26627,8.28063,23.82728,286.40385943632964,10228.84682,4.198847558424009,47.18576673632269,2661.84822,1749.6273220029934,96.8950610229936,45.46055,0.70753,121.5159650533621,78.33182,,3781.6211,549.93211,2.2,1290.9422896899478,0.30643977791327504,0.802,145.67201,7427.52482,1502.15726,89.23978257782235,26.3826,6.23,3.99733,0.625,0.5846864344832171,11.2684,,,,6.66604,1096.26986,7.91027,251.84367,28.91155,11.72852,68.71539,9.32894,3.800137582604355,20.11263,8.5658,113.33866,13.33858,8.989847639911199,75.10581575437071,2.377953595208739,0.384500096523608,0.9966,3.4627,3.31479,50.85671,62.00536626323883,4.0791076833654465,4058.7937,3.6400003019762224,2.87658,48.30808,29.17529,,3.7483814954826253,5.21971,5.82067,,10.319184601164418,1.791500188521409,1.21435,1890.0274,2619.28178,1.11879,3375.51904,8.75073,49.19864,8.55399,44.49228216171913,,,1.43188,2.12261,1.20851,6.202347249962302,33.60034,865.82003,5.37665,1739.6834,1,12.83801,,,14602.3589,144.6743,3.37301,725.7181,2.67068,0.7856665258964145,728.89452,133.28347,,8.468108437965933,2796.01644
"2002",3.672691085300223,4726.25,134.82685,,1.77882,32.39582,3.09435,1.840084933341888,1.78301,,,1.9899,55.38421,2.06947,0.37621751715104856,888.00252,0.99726,1.791093837257384,6.89551,2.824932411124899,0.99348,48.28571,6.322340438010302,,1.96959,1.5693847538922026,,1.5540674845493114,639.6379595001418,8.276070156451151,2479.311882646894,346.93775,1,2.03408,115.76507,32.65348374037366,162.22679,7.872250312587609,16.80436,76.48649,16.58715,4.59934,,8.06766,1.0595998624244012,2.18941,0.48807,0.6661818175623752,,,0.6649,19.20385,1903.58438,7.54932,179.35616,7.79788,15.75111,7.58284,27.91364,257.5193345592762,9206.570271491235,4.736876980602673,48.60476398392174,2950.31507,4048.6675852557023,91.23135150840827,47.55856,0.70333,125.07692637937836,78.31381,,3653.95562,519.82786,2.2,1250.307377276518,0.3042328671292284,0.81528,149.92855,7280.40055,1459.64082,95.79612095170523,0.99166,9.26164,3.66959,0.61499,1.2704493214561894,10.97035,,,,6.59568,1103.8603,7.69745,263.85833,30.240276434035987,11.94482,73.95633,10.265111172871233,3.8008127941254184,23.06818,10.35857,119.12737,14.18504,7.957737856280902,77.92029633244613,2.159206884608214,0.38459100023263776,0.99918,3.36737,3.82525,51.48022,59.74621229022834,4.078469889464158,5574.04904,3.6404349232809627,3.19811,63.52876,31.37993,,3.7504481702377617,6.53034,5.44119,,9.709297905572273,1.791093837257384,0.69403,1961.77973,2606.90923,2.1711,8930.83233,8.72511,48.04616,10.47071,43.002038712023875,,,1.40818,2.17833,1.48719,6.206209387196926,34.53168,936.4154,5.17974,1729.85578,1,21.31783,,,14596.52877,137.89441,3.4087,677.7969,2.66829,0.7724319169960464,692.58805,126.6117,174.16531,10.473049670013037,4282.29096
"2003",3.6723926077254125,55.61641,117.47986,,1.7724,57.1198,2.93724,1.5342912983929424,1.781,,,1.98696,56.51551,1.72669,0.3759843393722143,1030.0463,0.9938,1.7423971495208133,7.43248,3.0518017363112415,0.99728,46.56739,4.94002103090107,,1.96721,1.3987480454264918,,1.3464355608250829,688.8042606794089,8.274694232300837,2876.543616457256,387.96986,1,4.23875,105.63285,28.198574893047894,169.67712,6.579908385398715,28.20475,74.59177,13.84181,5.8322,,8.18572,0.885051497593397,1.88742,0.44238,0.6122936788365568,,,0.62028,26.34921,1931.56301,7.70914,178.51178,7.78523,16.78079,6.44147,39.10708,224.310274658573,8570.428913973472,4.54031206656543,46.57240135088314,2976.96329,8208.125685924188,76.69475438871962,53.1669,0.70455,115.88953785158222,75.47807,,3705.78356,433.87274,2.2,1191.7603576328709,0.29815737668394343,0.8189,146.44315,7373.2,1464.59534,96.52133821409991,0.995,7.53728,3.05556,0.56655,1.2789559214151507,9.47495,,,,6.24405,1121.29696,7.75184,256.16397,27.953366635345077,12.69,94.11472,10.785473426805343,3.79978272563065,23.1699,7.43918,128.86901,14.97329,7.083830497869852,75.92911451672946,1.7196829997668874,0.3844999690733783,1,3.35478,3.47925,54.0579,57.72607954249291,3.8864962640864618,6361.43863,3.6400001149905705,3.23229,57.67927,30.60342261302148,,3.7499999107307476,7.35681,5.32546,,8.073812706169488,1.7423971495208133,0.68198,2288.43507,2615.8726,2.45195,8844.27616,8.73155,44.953,7.51356,41.49402262434198,,,1.30981,2.13815,1.47958,6.227680553665251,34.446,1010.7743,5.18671,1840.15764,1,28.24279,,,14951.03288,121.44159,3.01999,564.73247,2.66619,0.7141316080000003,579.42742,105.38123,177.91721,7.561789497301239,4750.06164
"2004",3.6735975633915854,42.785,98.74227,,1.77216,57.1198,2.92345,1.3587817109393385,1.77087,,,1.9895,57.66129,1.57304,0.3760518611905199,1053.0276,1.00067,1.6900750410232448,7.72016,2.924754442951304,0.99649,45.253,4.686470878140715,,1.96669,1.3043248354253403,,1.242120555810988,609.048343719359,8.274415751845552,2631.9283421582495,428.15443,1,21,98.17506,25.66856837102515,169.05522,5.98717591032003,39.44657,69.27486,12.58776,6.16236,,8.34239,0.8044941551428252,1.73386,0.5885,0.545962545777009,,,0.54671,28.99417,2204.04153,7.74022,178.68169,7.78764,17.67892,5.79493,35.72302,202.5927524213997,8913.83948662871,4.481828487508569,45.32564698827267,2201.19645,8592.256583089613,70.10775081010162,57.64456,0.70511,108.1466033253174,78.80679,,3788.40027,392.51637,16.41257,1146.4511443891975,0.29455139853810297,0.81774,131.1506,7620.36148,1480.29208,101.22230197655192,0.995,6.44219,2.77786,0.53491,1.3049035916824239,8.78134,,,,6.25419,1120.37,7.76203,249.87432,27.45582759199803,12.7423,106.11484,11.275774812383457,3.8005036477104306,22.03037,6.33444,131.01798,15.7894,6.732516567372359,73.6338640091148,1.5072791350023707,0.38451495860842166,0.99669,3.31869,3.21057,55.906,58.05756923843523,3.6351272960387724,5861.79781,3.640701626984992,3.18346,58.9607,28.803392320192085,,3.750470407351144,7.33942,5.20291,,7.3428999373423025,1.690132412929511,0.54676,2463.44809,2731.91667,2.5024,8792.27322,8.74742,48.95079,6.3944,40.27456919652969,,,1.27069,1.98084,1.40873,6.26726197836617,33.39234,1063.56694,5.17868,1807.11391,1,28.69364,,,15296.70765,111.10577,2.78965,507.28962,2.66806,0.6752876086956524,528.22893,96.11159,181.98189,6.459950893211049,4743.16393
"2005",3.6729796981124623,42.70031,96.69505,,1.77417,74.54469,2.91511,1.3125049189893816,1.77,,1.62325,1.96566,63.50461,1.572,0.37627517226967777,1014.2664,1.00132,1.6652514942941319,7.96426,2.4448499616997417,0.99484,45.03555,5.0750776043640595,,1.95318,1.2093037354490408,,1.2449048784579921,558.5018396310304,8.189236218684657,2316.2063988860355,473.48007,0.946,21,85.0633,23.940390767830657,166.29217,5.995704449931286,29.02967,71.16329,12.58118,5.75482,15,8.54286,0.8045278778232883,1.68541,0.5885,0.5500741503194492,,,0.54632,27.76271,3508.22501,7.5532,182.8863,7.77662,18.02429,5.92165,37.88303,199.49799330647213,9703.710921388754,4.486710438884187,44.08859258014482,1431.86003,8956.560955505392,62.804108853848795,59.33446,0.70537,110.05541869084048,75.26232,,3866.77318,391.62718,170,1024.4858632422613,0.2918640830301369,0.81893,129.41268419510587,9212.15937,1501.29474,100.50727689938725,37.77093,6.26067,2.7763,0.55927,1.3088561310314328,8.77097,,1980.98108,50.9685,6.22936,1120.37,7.68796,261.97519,29.491756031898188,12.72458,115.19467,10.847074889541496,3.7944993064236794,22.69359,6.31838,130.48393,16.21866,6.441765673048836,71.45194581842816,1.4201687234077303,0.38445693488741384,0.9903,3.2815,3.03207,54.97704,59.44405432101469,3.23455379580124,6100.65595,3.639995616924642,2.88917,66.96762,28.27248219579051,,3.750122480027224,7.30233,5.27124,,7.450339248202627,1.6653067751314385,0.54632,2355.67671,2638.99647,2.53542,8413.01082,8.72457,51.43677,6.33907,40.264420230212735,,,1.29585,1.93704,1.34319,6.267532927505143,32.10503,1100.40805,5.04989,1774.71844,1,24.40929,,,15745.48356,107.85061,2.62174,522.22479,2.66692,0.6773330478087646,522.69154,95.92609,181.45064,6.351666718234383,4407.81921
"2006",3.673854640824382,48.10775,93.35059,418.44813,1.7728,86.63591,3.05612,1.3282282880120253,1.77,0.91396,1.55763,1.96118,66.36356,1.55109,0.3760344506041008,949.8808,0.99867,1.5888985846497015,7.72707,2.174764262605036,0.99898,44.2949,5.818556492373054,2150.65465,1.89457,1.1340370456902475,426.88531,1.25366536973995,529.8300077782488,7.975694225386721,2366.510472923121,495.00687,0.9259,21.97106,84.14211,22.582846601703462,166.70233,5.94389090637419,32.16618,70.53928,12.44635,5.65973,15,8.4219,0.7968788776921781,1.72098,0.57131,0.5430687329559192,1.9541,,0.55949,27.05792,4873.42479,7.3301,190,7.76776,18.09543,5.83115,38.01601,210.38980383064322,9158.608167481965,4.451433591529864,45.33507718658422,1412.20225,9181.708961856177,69.47874143019945,64.09105,0.70401,116.28423590182045,71.56903,41.29991,3888.99008,391.24621,141,955.0933859360292,0.29026543766563717,0.8163,125.04131324691616,9659.99685,1471.77641,103.86555369463126,56.14932,6.62504,2.7469,0.553,1.3135351806763316,8.68379,12.72497,2075.99088,47.77078,6.14014,1134.99112,7.68638,260.83727,31.634102929869897,12.60523,131.50976,10.91511797290848,3.668878580807154,25.73881,6.65336,124.23777,16.61228,6.408736137524435,72.70123149805123,1.541895561147791,0.3845203843612235,0.9655,3.1856,2.86268,51.15005,60.22584081143017,3.102257630262802,5436.448,3.640308973338198,2.80021,65.38393,27.144986322596697,528.13482,3.750000143434152,6.99028,5.35309,,7.370446052431625,1.5888985846497015,0.5728,2350,1349.07732,2.7,6648.75633,8.42436,50.19661,6.73006,37.83474849164627,,,1.31688,2.04009,1.43029,6.291833617791235,32.52045,1216.31082,4.85399,1806.45712,1,23.06776,,,15542.30986,107.94322,2.74056,505.85384,2.65288,0.6797544559999996,505.55408,91.87749,180.18489,6.764558025610577,3417.3914
"2007",3.6727079615923786,49.85822,87.49384,342.51255,1.75793,77.18808,3.10824,1.1935240912121965,1.77,0.89853,1.42806,1.97,67.1142,1.4255,0.37599997302942956,1049.78,0.9909,1.507410667575896,7.63478,1.944355926238648,0.9877,43.94652,6.142210803410952,2150.5,1.91637,1.0712285948575502,427,1.2001449944602185,522.3598862870505,7.608892070735082,2084.1006003549437,503.19236,0.9259,22.2222,78.53456,20.27725075185234,170.82957,5.442398975038043,32.34066,68.81288,11.41613,5.56729,15,8.75942,0.7304658533547285,1.60084,0.49977,0.49976669962547826,1.765,0.92975,0.49977,24.11318,4386.75392,7.45875,193.15671,7.80126,18.45603,5.3564,35.12657,183.56792662234605,9132.461120476983,4.109224846112594,41.268427468104946,1218.05348,9293.863919651498,63.98593515006189,67.72441,0.70345,117.7357735215156,66.78103,39.84082,3899.20847,359.64036,140,929.6844683667055,0.2843618418903465,0.8163,122.5108431157554,9338.88005,1483.54751,110.69996944027565,58.69863,6.93536,2.516,0.50907,1.2629173410628056,8.13346,11.78117,1823.22,44.0516,6.242,1169.73855,7.80516,253.2614,31.29407642205938,12.65837,136.15871,10.923692415859884,3.4389856684134408,25.45573,6.92425,122.44775,17.9564,5.848319667847094,66.09092288090271,1.3592337429094385,0.3845000027062564,0.97641,3.05868,2.81573,45.94119,60.75804060653611,2.76424218481525,4880.68847,3.639999811973736,2.42716,56.89448,25.56360598492948,531.49078,3.7500009696897516,6.9686,6.64262,1.94748,6.755879958688888,1.5073802565936025,0.5736,2757.37592,1309.19049,2.7,11503.78167,8.49663,50.24585,7.01357,34.562325772110256,,,1.26434,2.0408,1.30145,6.298214991865781,32.8574,1212.24033,4.88743,1697.40312,1,22.74776,1286.09073,,15738.31644,97.73468,2.64787,466.09239,2.6509,0.6535597240000002,466.14475,84.74022,187.9101,7.044406730085684,3878.36742
"2008",3.6700570414600433,50.21658,82.19302,305.95645,1.75202,74.784,3.15122,1.1763406927908755,1.77,0.82153,1.33609,1.97,67.33065,1.33467,0.3762162071090733,1155.1335,0.99549,1.4147986777081205,7.09683,1.7879094011863041,0.9877,43.37259,6.794648891264793,2150.5,1.92592,1.0615976059744152,450.56844,1.0821967737996296,515.472292448271,6.944866155277832,1946.1401510059834,515.78133,0.9259,22.2222,74.15008,16.958270690465703,172.99007,5.083834437597292,33.97742,63.33686,10.67088,5.38819,15,9.47715,0.681595439492414,1.58446,0.5448,0.5410272901113584,1.65044,1.0652,0.5448,21.90857,4553.825,7.42153,193.76189,7.78609,18.70426,4.92769,37.80676,170.51525180778023,9627.253305723592,3.5826038655642436,43.300488919890746,1172.57721,9420.124223616764,83.77828137654552,70.36006,0.70332,102.98446343566515,66.80897,36.56451,3955.54817,336.22514,140,1083.1793027378353,0.26858568357453894,0.8163,120.26339938231376,8577.41202,1487.50885,108.28978271697856,62.1735,8.1452,2.34223,0.47533,1.2235969282291148,7.69136,10.16555,1669.7565,41.62932,6.32401,1165.9203,7.89238,237.58945,28.400063559971844,12.63668,138.12128,11.058982313055656,3.332063130987091,24.04287,8.12927,117.19116,19.06691,5.578659026578228,69.46487832240263,1.4068707122988997,0.38460478014206767,0.98317,2.87885,2.58743,44.27701,70.8830030278359,2.379060155861316,4256.66462,3.640989923530027,2.50751,55.31626,24.820354065282057,536.24402,3.7516217120630464,6.9686,9.19644,2.04611,6.536432598851111,1.4148206722869707,0.5736,2948.38369,1371.46172,2.7,14205.01011,8.58828,49.1633,8.21226,33.376687085907875,3.41481,,1.21681,2.0408,1.30192,6.252540863159369,31.53035,1177.79492,5.17542,1692.6326,1,20.4376,1317.64322,2.131333164449535,16179.04126,95.51038,2.59482,439.30871,2.63616,0.6332114103585651,439.25729,79.84004,198.78482,8.166056775711782,3678.63992
"2009",3.6725001070039283,50.80011,93.05884,363.48304,1.7638,77.76673,3.71939,1.2673346889899006,1.77,0.80376,1.40656,1.95647,67.67545,1.40506,0.3759999412023264,1201.30833,0.99993,1.4545280735729689,6.88368,1.97398147385756,0.9877,48.3319,7.128738925882213,2792.32712,1.92783,1.1389741673498959,774.01429,1.0852423159805715,558.4098348981469,6.8315613398061314,2136.6790711701274,561.30263,0.9259,22.2222,79.17074,18.975865350815454,172.47084,5.351950863093052,35.44135,70.90402,11.21622,5.50708,15,11.53385,0.7185839551173492,1.93975,0.64101,0.6399162107831801,1.66998,1.41389,0.64101,26.04546,4840.77775,8.01039,192.74521,7.75109,18.55501,5.27042,39.04868,201.14384632302693,10361.73387625265,3.9254494499119588,48.392160418974036,1139.67099,9867.10958943405,123.3396254303598,85.5905,0.70425,93.52423178742049,74.73711,42.96392,4080.83567,353.79735,139.57534,1272.7165377986314,0.28789960172192997,0.81321,147.03916029113282,8339.194,1485.81427,114.98693591129576,67.77301,8.32668,2.47228,0.50422,1.2544237047469937,8.03143,10.91631,1923.20293,43.95594,6.31771,1439.29827,7.84487,257.33613,31.911162598569316,12.6225,138.67166,13.489920550921774,3.5249874831414356,26.73929,8.24392,148.26502,19.7123,6.267927913166316,77.48061053607911,1.5798309768120216,0.38450013079017875,0.98263,2.97032,2.62215,47.44368,81.60126996480153,3.102392356295115,4886.24907,3.6400004030054354,3.03711,67.18426,31.74377247503447,557.85304,3.7499994246340536,7.21226,13.382,2.29218,7.621822624293605,1.4546522781824802,0.5736,3343.72701,1390.49644,2.70579,15224.27699,8.58472,45.53383,8.41632,34.357736705168556,4.14485,2.85,1.3274,1.98889,1.55128,6.298951078529898,33.00816,1303.72375,7.95039,2007.9386,1,22.19219,1463.81049,2.145592699777997,17489.98027,102.90964,2.6803,462.75689,2.63009,0.6491623705179278,462.88993,84.0606,200.75812,8.330208972655063,4977.20773
"2010",3.6729160506221428,46.33928,102.11432,373.7114,1.78018,91.66367,3.90091,1.0893029672902992,1.77996,0.80221,1.47617,1.96278,68.35008,1.47508,0.37600470678872944,1209.0383,1,1.3642274449351997,6.87545,1.7593644596293478,0.99434,45.67711,6.789865516998307,2961.89271,1.93309,1.030204899030991,879.09051,1.041593271849141,510.21674864017723,6.76942349716281,1898.1835355929218,512.68466,0.9259,22.2222,80.68047,19.07799912358764,172.55828,5.617048884460972,36.3028,74.85243473474539,11.76987,5.58726,15,14.24737,0.7544196583373163,1.90587,0.64738,0.6473765742308611,1.7826,1.41664,0.64738,26.98839,5545.3963,7.92282,203.22844,7.76822,18.54409,5.48829,39.05557,207.2742349041252,9089.834575027722,3.733682509715719,45.72052022986548,1151.66247,10254.093980180984,121.932796208288,85.55814,0.70397,87.65131873188848,76.19411,45.93926,4137.0183,370.9807,135,1155.2236060682017,0.28667657016160414,0.80631,147.41321778860407,8131.03885,1486.82151,113.06524244899559,70.5929,7.21711,2.60017,0.53272,1.2671667464536964,8.34995,12.17463,2066.91145,46.08746,6.31361,1350.84658,7.85152,271.55964,30.773744085998345,12.61837,148.18092,12.623612784321994,3.2166585388201914,32.91632,7.0768,149.27274,20.97504,6.039794438250476,73.15192377850474,1.3880468012525125,0.3845628161169096,0.98296,2.812296692121977,2.58265,44.458357473756315,85.14091059699913,3.008857215170076,4660.68326,3.640287240363689,3.16946,77.36886,30.347059326018325,573.30989,3.750167716608296,7.3976,10.93207,2.29821,7.1963204444038436,1.3631887589013096,0.63073,3911.62263,1525.13367,2.71181,17992.53041,8.57903,45.4237,7.21231,31.72357087615347,4.37903,2.85,1.4552892874654237,1.91723,1.50537,6.347898385077712,31.51538,1419.56247,7.85211,2153.20649,1,20.380543183622088,1587.12186,2.5766135472232596,18921.26521,95.76789,2.44192,485.46116,2.65153,0.6557495162601623,486.17596,88.62332,216.12867,7.318359476991368,4727.69795
"2011",3.6729932800625287,46.7397,99.0767,372.28803,1.78,93.54424,4.12135,0.9686047866547097,1.77989,0.78923,1.40586,1.96107,72.76455,1.40502,0.3759381520435787,1217.61436,1,1.256592763274129,6.85699,1.666167509082883,0.99527,46.55596,6.822438568454297,5088.48014,1.94077,0.9890016128542286,908.75553,0.8844809141551698,482.1822750334545,6.460495003490925,1844.624833955249,499.57511,0.98092,22.2222,78.35539,17.64618570769648,174.69574,5.355884657753981,37.53918,72.82827108490359,11.66313,5.91569,15,16.79757,0.7185082667553455,1.78314,0.62355,0.6234311307221972,1.68604,1.53181,0.62355,27.26733,6833.70792,7.64964,203.24,7.7839,18.54723,5.33369,39.6147,199.6741954478478,8768.784067915642,3.5724256395388188,46.466468569920075,1158.33868,10604.45909592885,115.98823170962292,84.26944,0.70612,79.69710842106171,87.42397,46.10797,4019.72452,352.7188,135,1106.5982825194033,0.2759060712468709,0.80632,146.580106981928,7920.42518,1491.26638,110.52373901764555,71.69986,7.1595,2.47717,0.50564,1.2237887284852458,8.0317,11.52335,1991.26381,43.89454,6.31585,1254.63014,7.87471,277.43197,28.592817945752355,14.26119,154.74937,12.400094325763254,3.0575296436776567,28.72603,7.16184,154.26019,22.06187,5.603954674854314,74.3605061315243,1.2633872347708048,0.3844463147573806,0.9826,2.75203188798122,2.27242,43.300023110226924,86.32396312793679,2.9461755772613927,4100.6554,3.639744835161288,3.04455,72.93516,29.31531058907064,590.2859,3.7497363849287453,7.01418,11.68296,2.63545,6.488681325820009,1.2565885092708065,0.62218,4288.20036,1576.84079,3.20711,17512.50548,8.70941,47.24246,7.17235,30.474970729065262,4.60877,2.85,1.4068632247552944,1.75087,1.6774,6.399110987865687,29.26319,1563.35403,7.88698,2492.07008,1,19.289370695610103,1715.80844,4.293452230264496,20453.64959,89.88063,2.27265,462.13888,2.67808,0.6332996528925623,462.50606,84.64424,213.3657,7.2250114054520065,4791.27186
"2012",3.672627820106113,50.88628,106.24928,401.58284,1.78,95.13369,4.53556,0.9653556111753853,1.7799,0.78515,1.52185,1.95711,80.56517,1.51984,0.3759883478242458,1385.06265,1,1.2501576502190017,6.82521,1.9443790389127356,0.99499,53.32192,7.606535512154324,8298.19415,1.90641,0.9994193750178832,904.53425,0.9380739916590617,486.41508227268076,6.3096414362688655,1795.456261170872,494.44812,1,22.2222,84.88648,19.563714713848846,177.36946,5.795200576139239,38.66193,77.5088868840958,11.71072,6.03247,15,17.58435,0.7786135558018374,1.77926,0.63102,0.6310831221331276,1.65126,1.83726,0.63102,30.26262,7033.29044,7.68406,200.63738,7.75667,18.9323,5.83737,40.86737,225.1443881865119,9374.828676892474,3.8559694907508866,53.34949433220295,1150.56429,12160.082859620987,124.97517146520116,86.97791,0.70614,79.74185944847095,83.20525,46.9666,3991.12481,382.65351,135,1126.8990326942715,0.2799512156779073,0.80764,149.05634135626744,7880.7177,1486.73863,127.35323163302523,73.1912,8.09267,2.67969,0.54017,1.2619907491565654,8.55109,11.87846,2161.5877,47.5664,620.88897,1351.52984,7.83287,291.93955,30.016823648841267,15.21039,241.91322,13.149985454567265,3.0893895285937085,27.93173,8.09453,157.53689,23.14636,5.8207115246724666,85.24786094420072,1.2342918965665979,0.3844854416604609,0.9812,2.635613929619612,1.97567,42.22638112997177,93.23982294540046,3.2549875403509136,4331.05891,3.6398874768549137,3.46671,87.5502,31.026820011469802,598.98442,3.749883059969828,6.75895,13.01111,3.50975,6.770461317294214,1.2500107486553615,0.63137,4306.56557,1583.87803,3.25,18957.88852,8.59938,62.37816,8.10915,31.08925488670952,4.76221,2.85,1.5608215288499092,1.73428,1.79955,6.404112419637827,29.49007,1562.43754,7.97582,2469.5518,1,20.331304827189285,1892.39964,4.289082921804167,20692.73689,90.52604,2.26293,503.07358,2.6882,0.6530688547717841,503.06823,91.86272,213.931,8.187173689771157,5066.36505
"2013",3.672286691642154,55.39797,103.81396,409.61992,1.78,96.17062,5.45787,1.0325740768592053,1.7802,0.78407,1.47314,1.94877,76.81876,1.47124,0.3759832797833032,1529.38981,1,1.2507555555584278,6.80881,2.146058723435991,0.99507,58.51345,8.389065853145093,8849.51049,1.95554,1.0293425384142325,905.61698,0.9269380508479237,494.0309517673407,6.191372838757511,1867.0607597213782,490.78463,1,22.2222,81.94585,19.557011911835232,175.89333,5.617106033537806,41.15638,79.34556311471162,11.713,6.83594,15,18.52079,0.7532868198932346,1.82089,0.63961,0.6396229772373513,1.66342,2.05081,0.63961,33.16417,6939.00595,7.71407,200,7.75638,19.73124,5.69895,41.98803,223.67809014825292,10372.322091760561,3.6092371876623095,58.35904369639409,1147.8631,16555.733776567857,122.14508767650146,98.16254,0.70594,97.53067651847752,84.76007,48.39863,3961.88789,369.81999,135,1094.7706558080454,0.2835544237023562,0.80974,152.10764579847498,7716.974,1487.48789,129.02394772784032,76.06967,9.63452,2.59227,0.52597,1.2719378550776332,8.32865,12.32419,2180.46241,46.16272,917.43785,1506.26466,7.83944,291.21565,30.705834346060456,15.19256,355.93013,12.755715272244768,3.1460666316955366,29.77495,9.63452,157.70972,24.26589,5.869865640328716,93.17938948981329,1.2189548275238211,0.3845038719035347,0.98181,2.698368491067341,2.22129,42.34825145818349,101.35744671372981,3.1609030325755225,4219.48058,3.639889880102756,3.32448,84.75353,31.83214801053691,638.55996,3.7498854471112413,7.16774,11.36832,4.53548,6.512554486985689,1.2509797203910746,0.64003,4278.2411,1374.64989,3.25,18184.00877,8.57288,101.4898,9.63457,30.67597941852763,4.76343,2.85,1.624107176629538,1.78869,1.90385,6.414622188936593,29.63695,1583.59375,8.05238,2555.09488,1,20.44746087381448,2101.27564,5.971981940268708,20878.35479,92.68074,2.2691,494.06448,2.6882,0.6582163925619835,494.09438,89.76699,214.53274,9.61492056881638,5175.69775
